k,silhouette,calinski_harabasz,davies_bouldin
2,0.1631483868194663,163.570722757591,2.0383785795488047
3,0.03980937669533116,224.71326051882616,2.3712154697010335
4,0.21461788870385753,1173.0231706475208,2.9408840455935374
5,-0.0862176274948433,134.03610971789118,6.960477573030252
6,-0.004976644882250609,286.0569068593852,3.7465833403880247
7,0.04360583755384818,430.40180862614744,3.961920049158874
8,0.022914198922035185,390.4579671888177,4.92278065913797
9,-0.03681001502751692,198.20176819585353,4.745534270137759
10,-0.18096805863597643,89.86978689295505,5.072128420522195
11,-0.10868437321504279,72.75910099310863,7.430950125667208
12,-0.0865724077831241,313.1631508845935,4.63377506171286
13,-0.23115754351826512,19.18413481999171,9.313110621409614
14,-0.07970724687465545,286.12172878951895,4.651841361628834
15,-0.2479605467580637,53.586440646400156,6.733747590718972
16,-0.10012907531659726,190.34156006831398,6.571510305144709
17,-0.07827936760154622,217.33176704581356,4.613892247500027
18,-0.08223771985840131,192.2452697375684,4.742100270651301
19,-0.13249350055497264,140.12863579159074,4.635269015392438
20,-0.14168722906127504,133.86954810510582,4.9840374376819385
21,-0.0781691470939209,269.1977838595367,3.4086423352816864
22,-0.12122210244073196,222.68543006906103,3.7231989511922277
23,-0.11027390218379413,209.36049342439648,4.455017145093324
24,-0.1625556049955466,151.2646501454494,4.33158497613347
25,-0.1794163743196147,81.76181585735684,6.344731268930425
26,-0.08506770308184601,218.34141940637448,3.5686318882395596
27,-0.09464326986867516,190.3357160643474,3.610494873658841
28,-0.12416770929111452,161.92509516967297,3.905191574441316
29,-0.09100502926443392,205.88447662154124,4.170843763633086
30,-0.10123433988032718,227.12133557959655,3.5384327256449994
31,-0.15331780197243108,110.58000594194638,4.449756951022658
32,-0.1581875525632015,90.65652367411161,4.5088084810848
33,-0.08670285615353375,217.07271718528423,3.4083654399458605
34,-0.13976891466794156,123.20458304519346,4.631162800008317
35,-0.090334427585192,203.08590157816394,3.4319519098386224
36,-0.12180774897840428,149.36255051796692,4.047615961409703
37,-0.11992803806521667,131.86614251256546,4.067898476191164
38,-0.10031191591198417,134.01813637147612,4.451607505522439
39,-0.09503922043967385,148.50558043603186,4.592973220922485
40,-0.16905888707273542,110.48297601222497,4.519008620904628
41,-0.2061251686680312,67.9873048804574,5.272954073796852
42,-0.09908021279281944,181.16801904358405,3.75141365426227
43,-0.08964825455501654,161.76705790816595,4.055481075737212
44,-0.08875401437072451,183.12100834512862,4.037729094077944
45,-0.09480986048646048,159.13286204622486,4.064966502837216
46,-0.10995460383744654,119.39948311424354,4.112926016856198
47,-0.1274748431506583,89.28040618473038,3.892668648573641
48,-0.14145624740632706,137.95743420455838,4.014951563387028
49,-0.10683630947396507,143.79222449111268,4.613068709789088
50,-0.08504814268733242,158.51760510779505,3.408858817519796
51,-0.1322636212845634,115.26695185702702,3.7061704189472984
52,-0.008199629012369291,184.8585163481675,3.2246474464039054
53,-0.11735746891218153,115.77193844622722,4.202958963188808
54,-0.04986458134152322,194.94459106093754,3.3812328212928144
55,-0.03830461924217025,153.64386485977496,3.4026043996848285
56,-0.12296138891812322,109.66851785586906,4.256984352441375
57,-0.06949193302228591,165.85570451935004,4.019762890091301
58,-0.10266486970742776,141.68347398009445,3.624152760184785
59,-0.11388923008915378,143.757646405578,3.0592549507887483
60,-0.08174611961733176,138.25567922289693,3.555340915435533
61,-0.004227708015492915,180.1210109739126,3.135733565730011
62,-0.1569487214587771,130.73998863833816,3.176905093483901
63,-0.07580053278417045,127.06409671902337,3.4864178564143913
64,-0.07912753454854599,120.90874565831405,3.4681805336247464
65,0.012426358350759977,219.31089078862985,3.0748163032793427
66,0.040905291490538405,241.2766689799586,2.903978543192946
67,-0.13063607634007995,132.57030059158117,3.3160690207949064
68,-0.09769652541856144,161.49434007484132,4.402092589598401
69,-0.052353062757089376,170.04335824410106,3.3979033755012775
70,-0.028013149959782758,158.1284170289613,3.040360781656476
71,-0.07578451276117006,155.21120501924713,3.4141617175351677
72,-0.022769733727067393,167.8362180229331,3.534116646406506
73,-0.04291291667788325,153.2889053954285,3.5866221821834414
74,0.002032498325085328,182.40052045766245,3.4305012547675253
75,-0.03511685291808382,165.3576475676585,3.1762267672433593
76,-0.07988504586223485,158.16075980044266,3.0610262542938043
77,0.03445690413192038,105.06074297339676,3.5530929560700217
78,-0.05761386609729803,135.81815222460912,4.032093967598334
79,-0.021086296789151263,185.25871684133142,3.0960951239015344
80,-0.011555065113062752,125.23554760484207,2.814425131841703
81,-0.06152515177722696,97.49665203562705,3.7392320051184282
82,0.058027099470737434,158.099082190317,2.935910599687446
83,-0.06563582967799243,134.44730498912568,3.105501378773532
84,0.03494031966929566,216.1297375100995,3.053324859338468
85,0.024801002769770715,160.15182950720836,3.3896718354016957
86,-0.08334249225900997,110.36394521036787,3.470029044421126
87,-0.03693229594356668,147.1224045198928,3.364178785318586
88,0.05854976443063255,194.05401870042482,3.1914944432563477
89,0.03537402160891557,150.61759550668185,3.235451359225622
90,0.03724933906571778,194.9629947095731,2.9345116514911322
91,0.002801861160302529,100.81473548878762,3.0254040651414593
92,0.05453111528831296,173.1715229330909,2.581000649682681
93,0.024772735276786417,211.15896841758445,2.615854451863893
94,0.02970404737179485,148.25913699624883,3.4192962054547626
95,-0.005963600175149185,177.18057748082205,3.3942065231581333
96,0.07778944396412336,173.21070805191127,2.487347973740922
97,0.08313124259352084,197.0813704612246,3.296154307538625
98,-0.0696081780319775,118.14377066013982,3.8475828777453454
99,0.02898363038979837,197.26870642015552,2.888972416254996
100,0.14377675514907862,261.2676057020027,2.6620909227291265
101,0.07194302943510227,184.18734913565225,2.8802544833574206
102,0.041059010347385565,176.95808040361015,3.6536863233980097
103,0.07386487371679874,198.7968271311063,3.0518824496717865
104,0.10642040554135518,179.59488765794384,2.608780885039656
105,0.08466444636579223,199.04668941105794,2.774272450870767
106,0.0883941757464631,194.06286562719689,2.455723401301889
107,0.08168066191051025,186.80216751814302,2.7371424162135667
108,-0.020590638243579314,144.61964095293044,2.4430989814306634
109,0.17017756172663023,238.56760682930985,2.14794218047638
110,0.07213557393874691,166.54630422012596,2.74951775797901
111,0.04923740848904905,128.43275578514144,2.908522603203758
112,0.08092544562129272,185.19344603922315,3.1791159699403946
113,-0.0027391539643953637,155.0969831379584,2.8301438099209086
114,0.167107097997132,217.50315137878505,3.1052998676042467
115,0.13685321836542647,152.75423243808083,2.6425816750689752
116,0.09666027629194181,195.21615275932953,2.975000090349917
117,0.06098974734758914,157.8968297880781,2.7651399145238824
118,0.17568124123905096,238.1844142664521,2.239464272064139
119,0.11803645649253205,215.35394263096296,2.6420683186019795
120,0.11420809422943927,132.28261027622858,2.780976322425169
121,0.0959490229303081,165.51687460823428,2.7345663504550193
122,0.11864372329504355,163.71922195803228,3.163612503049508
123,0.0057155770863864,168.53171983613746,2.3614926812316597
124,0.11734202871278361,221.16061132086335,2.737190294872337
125,0.15910066519797098,164.09213913368805,2.7146061973891507
126,0.1351757064722227,212.20508949013123,2.603429461216262
127,0.051538375184563896,142.60733406772712,2.7951631113381925
128,0.13111873799390486,251.97212211344325,2.458199030690404
129,0.23247072050615036,173.6976403482361,2.4638387702163227
130,0.18656459889491483,158.66535283403522,2.434122752870727
131,0.13095990965805035,225.54956491186542,2.275859879011437
132,0.13951752199707443,169.81894097682854,3.2058029690811023
133,0.11127032251884075,168.73728430813512,2.7393938349923777
134,0.18416860779896949,189.1996477022456,2.5754254056980357
135,0.08564306411999922,154.6258683092544,2.7158431768435953
136,0.08964906487603562,158.89578847587924,2.5913718262528844
137,0.1835133360538044,236.19860399435242,2.225398030324611
138,0.11611574728050912,168.56559798098766,3.031301679249314
139,0.22807684818483182,188.83169415527107,2.394974093891709
140,0.004780141340109578,123.05798084281103,2.392021086044723
141,0.1324625590505138,170.78662378649574,2.919795280054632
142,0.19358189654193217,164.31563972139426,2.518488197121813
143,0.07960861219790362,171.9081697751358,2.3707219909000994
144,0.10946721719305265,131.45945302094327,2.5859344636631745
145,0.2089348359068356,195.59086572744084,2.2847103975462755
146,0.1332590186308404,145.96541722931983,2.6283777284860994
147,0.17578784575692685,188.60936707102724,2.2139607140715105
148,0.23138631451553343,156.59986355540974,2.0945944214659566
149,0.10153577027930208,168.07002149701725,2.8571817053753867
150,0.16740155179125094,160.28623574742295,2.2584903977939526
151,0.21003159784854133,222.44751873109095,2.2623593722543305
152,0.17456581996781886,160.98527705265917,2.0705104644762895
153,0.26651810558609584,290.11229492836037,2.2957417673717067
154,0.18816804140566523,152.25600743671217,2.454435702928993
155,0.18796329428251943,156.33122284207954,2.4887833738063168
156,0.1830253698575861,198.457011690179,2.434511231738001
157,0.18977468417279947,186.62609608503638,2.359297238233478
158,0.19036138245293804,140.40349530313347,2.0298708002335326
159,0.23457162970427145,185.57335571903468,2.078499652814648
160,0.14568277005146718,157.21446849242523,2.739034036938575
161,0.1621612073127237,134.5866091457552,2.246384654868973
162,0.2814006527717792,246.61155595517997,1.9377651979639594
163,0.25445899085228574,268.630579496287,1.7830429391549052
164,0.2262109738264141,217.15488938372866,2.365197497878262
165,0.2149379971573007,212.5651876322796,2.3640618423047184
166,0.24454978885532425,199.95529589781793,2.2034722991983156
167,0.23522038183420899,245.0614210705044,1.7026327296096608
168,0.27794252037955847,229.32374470173949,2.1969620647900254
169,0.23025715701331273,220.26475448223678,2.230016143787689
170,0.2551814832377835,185.64867935850043,2.082620838960179
171,0.28429002102004497,229.07862968563398,2.3878600079809176
172,0.31157655500281434,257.61834028637776,1.8420942614758036
173,0.1849337113799954,187.42877405683794,2.7101287063834447
174,0.2753305836960848,139.3541907984066,2.1121081789518072
175,0.2861673598934895,201.0947576800084,2.29399177658934
176,0.30859453063333503,188.71614617922413,2.2592246715677877
177,0.3323852628216798,183.34454525003085,2.000267105035273
178,0.23638456713581985,248.61921892641902,2.132555891046264
179,0.2563342238863396,182.52181571675428,2.047210243463799
180,0.09988671671130686,132.11918960609273,2.5116879459708725
181,0.28804032076339964,246.17208136674765,2.2468927574701123
182,0.1790166866836977,146.0865765483706,2.4510034787336803
183,0.18585392237074547,192.11192444450558,2.324181440835856
184,0.2758636737104047,169.48159422935277,2.4734499933989222
185,0.2522046605139487,177.23313505146666,2.377539316720094
186,0.26474440333881943,325.0550284412305,1.85075935833591
187,0.2759705424595741,207.7704734468593,1.9191612346353655
188,0.34402019107398024,293.28088853818,2.218573168263517
189,0.17748567728723588,196.78571460429384,1.9304959382376696
190,0.27280039312017845,246.99045986120686,2.5144849998648717
191,0.2184383537804812,226.92868299978412,2.1908105487772223
192,0.3409889125347688,229.16993455115903,2.1064313523261413
193,0.28261131683168167,220.653871575404,2.5580455062970846
194,0.32593208763322357,279.2950459919509,1.9356877551254865
195,0.2607698451826499,230.26983631693523,2.002080373456542
196,0.30508004343225253,289.79339277769935,2.1452600867665277
197,0.21495069217882606,180.0802944081091,2.3394374181214457
198,0.2984754598024699,209.7494494809405,2.267211494911811
199,0.31567573847244346,300.8730456392784,1.7903712211965073
200,0.28026842552343423,235.033847536703,1.7919234144011824
201,0.2799149203880128,226.83155512646184,1.5838311738211166
202,0.2525727584514774,218.10189075063187,1.9152616169361472
203,0.3008863247342649,274.6759770801829,1.9455816423840493
204,0.2642370653089735,141.4207103118754,2.2586096416738717
205,0.209171563720273,171.8761209210272,2.16032833199329
206,0.3017773736011284,226.67477706032983,2.1400538960501576
207,0.28790288697625416,213.0578525832588,2.2062514825759347
208,0.30484390264555283,207.4116702312048,1.9970152880537764
209,0.2879870363374889,204.452724846888,2.130675572356968
210,0.33072674481395825,283.5524172612588,1.8999267957151773
211,0.3026037594341401,173.46780981369602,2.255891351095817
212,0.37055070340900575,220.82867437526437,1.5031020472490106
213,0.21924239023078793,170.80561116814715,2.8293078393468574
214,0.2443557213635803,168.97139859710865,2.133346781617645
215,0.33237080742208797,198.74068059013769,1.8235899806626348
216,0.2154762249928572,163.18819589747685,2.0601868522530924
217,0.24312617396397093,270.310805626204,1.8640542409640084
218,0.2694948163982959,259.3166109772303,1.9405183901278964
219,0.3590762743787819,290.9189680472488,1.4727617958740133
220,0.3550643403310229,267.40348673749634,1.9995659265988088
221,0.3172994031404553,294.3192463561437,2.0238569931824997
222,0.30162724001249885,233.12425719652146,1.791718576848414
223,0.3009232431030291,233.7485249031403,2.043814113497899
224,0.3375266162365926,249.68842818455715,1.787146923460909
225,0.29742676044851385,190.9998957184979,1.8119596564040654
226,0.41560753143580653,349.9403714243713,1.9398059437112591
227,0.36015637775075654,270.4091735501702,1.997382987979318
228,0.39065500557720567,248.14212785124832,2.0427727242744824
229,0.31749007454831335,168.94899879915042,2.416159880317594
230,0.3592983057163617,368.4592483816468,1.8523028939155899
231,0.32694087438541164,319.20225594126913,1.6788660255184997
232,0.29485009309466853,199.60933308451914,1.653601128202429
233,0.2830383480813642,259.57987769196177,1.7433094112519416
234,0.2883099110119558,289.583325171862,1.8259382802012611
235,0.40259528516757676,256.707803019958,1.9024261902897868
236,0.2940429022231771,196.8428715739123,1.9471314056761413
237,0.40651520031495175,184.359285795618,2.083060408164071
238,0.3603170477366761,298.58427547924674,1.6436617219547622
239,0.21963905397906405,217.21861713606864,2.0321400314407674
240,0.2887864451215349,285.6336774512867,1.659052415641679
241,0.3258906413577256,205.595847607543,1.779570669594264
242,0.3263069752512258,200.6913664716955,2.3002539616489788
243,0.3507190202272524,273.2347156614992,1.5669091955278998
244,0.43885658217926526,325.5321273742133,1.545105685215711
245,0.3943505961200952,208.39008985090294,2.030354221553744
246,0.4495688802299236,329.719333823383,1.750731620683724
247,0.27676155144058406,235.23915574301108,1.9945364463199076
248,0.36927492100749437,224.30526532311237,2.1240248098604493
249,0.3067128052196304,236.62642125294124,2.185443382362005
250,0.38072964172358625,204.27805853267037,1.8910436100644277
251,0.3104601905618167,271.3148535566786,1.8382239334800918
252,0.3131063723917306,222.97386551998645,2.160934133136465
253,0.3258857508797174,282.2340965970374,2.031326500813902
254,0.28775914898952465,218.9979766488973,1.8126087712718484
255,0.33294813371603177,223.02038627124386,2.1261782234623072
256,0.3708565667688806,390.7157427131995,1.5149683761542105
257,0.34983057987007377,340.53172247055,1.532904805674126
258,0.3535642763268404,244.8375653506804,1.4497414815643614
259,0.42421919676661063,208.46954142076373,1.9348034520988995
260,0.39571505844575927,241.15019298624952,1.8775745401653898
261,0.3028950799898598,165.11251118018856,2.15491529402082
262,0.297584884271258,258.0902427940079,1.6807118613267769
263,0.3149339356186625,171.71384869303245,1.905169794562559
264,0.3248640136736868,198.4410549211045,2.2205671685034813
265,0.38819625505623134,272.93007757841815,1.9056800143316774
266,0.4175879995161699,311.86773614538805,1.8290433434347404
267,0.3772942509230623,236.37090284638543,1.8578978758613862
268,0.3596658812075739,288.52317184776365,1.8441942972234198
269,0.3940359412205165,360.0971504373718,1.3893604291578423
270,0.31641363274547263,295.5673773790179,1.5505547558087585
271,0.3889363408085634,294.10365664546737,1.6190204116722258
272,0.492924966368396,327.10181713998946,1.6458918891751937
273,0.32495525308576667,323.21177281119435,1.782821310618537
274,0.43141844694893106,380.4329717756504,1.5971648009009956
275,0.4366837267086245,375.88565601819965,1.6871224352954601
276,0.3988805807885258,287.4832475730442,1.5227398706908017
277,0.4354333412479608,396.4287936736511,1.4774540214641168
278,0.3964000749604546,284.5379578731638,1.613198775795834
279,0.3032217862229242,213.07467618178984,1.8061626487546543
280,0.39632210297097,302.3024266294175,1.7679781399935173
281,0.4112201176627636,285.32123706483134,1.5871076193894897
282,0.4415884441931091,384.9631053864273,1.633093318909563
283,0.38074239931156206,241.455914498077,1.8085774943566442
284,0.3521599135952642,208.95593891605498,1.7875582832715202
285,0.3164321041942177,227.61332781292728,1.97355656567215
286,0.3916719652168399,278.3598810528701,1.7063849999372234
287,0.3709228818085228,268.7939741596902,1.9271904213282383
288,0.38585870762154406,282.9966145244485,1.5479338393805422
289,0.3996301111958947,352.4421531845596,1.6351803740300759
290,0.3669625090348265,214.88550753803028,1.6784780264797168
291,0.4077058851930267,291.6351115733187,1.4958040786130238
292,0.39488480042246793,266.2917694221869,1.5215487911676087
293,0.32352114354173933,231.4180003115102,1.8781110529188796
294,0.4002746886143062,293.3471048176155,1.4947421676304984
295,0.3691539524595164,244.57674499979197,1.7955009361179397
296,0.3422544399373509,216.3395104876442,2.3007297521137637
297,0.4424997800066626,313.77356296681523,1.6000248187991413
298,0.3471650532274546,264.37526442770445,1.7401274174712806
299,0.37458331445554816,303.1512267404827,1.6344155665799789
